EEM,EFA,GLD,IWM,LQD,QQQ,SPY,TLT,XLE,XLV
0.007258256078099379,0.000881332329590867,-0.0009108023746454696,-0.0034388082943392906,0.004775760634609938,0.0,0.0026470490622112486,0.006457465613514124,0.008161459380753078,-0.009807336434031089
0.002092410126408817,0.004226520888408025,0.01649959196299955,-0.000940830931291714,-0.002947149070260391,-0.006031860334393957,0.0007040161845419668,-0.013386293150049577,0.011974909184109706,0.010224209899668546
-0.005799595809554803,-0.0038580137193158226,-0.006187807624317698,0.007378336588692136,0.0012393266073111864,0.000650073994553857,0.00422094753025215,0.0016823862598656092,-0.0014999438472798055,0.003478450308166625
0.007932784514789848,0.007922429245267981,0.0049630306196752905,0.0054542156973722555,0.002190453857490393,0.008230754756777925,0.0033281210154987306,-0.0004475303685569365,0.006510050126189215,0.0015760027153044476
-0.0020828345072093635,0.008209361819962346,0.01328899785435711,-0.004029713668011081,0.0010452883259444157,-0.0040822515652017,0.0013963917970212236,-0.005488139565050565,-0.0013266497180711712,0.0056638076941455395
-0.016005696108324252,-0.011780772116033345,-0.020912721685971136,-0.010893006786177883,0.0018982230732227379,-0.012510413223140504,-0.009326466422905466,0.01711723049220404,-0.014447324005158135,-0.0071965705415782955
0.0030644256092062783,0.008415042672446305,0.00950315025847348,0.012900923900605044,-0.004168557869609124,0.012450543020088078,0.008446412220748378,-0.011625442257340413,0.003706684829479334,0.013237030745817169
-0.0025855417495403987,0.00764958548878325,0.004393023666376061,0.0037278864725129868,0.0036141929334918554,0.0008633738920986733,0.00270450032594427,0.014002793853205464,0.002853998308370853,0.00902011795426061
-0.0115455120713992,-0.01570052116881626,-0.01044361493969348,-0.014546216631258768,-0.00037876176713325105,-0.011640348880101792,-0.01122394408561167,0.006186057143453327,-0.008034940285987502,-0.0067818137423788505
0.02026222827741031,0.0098158119336762,0.005953418988644765,0.018372793948973287,0.0008530272026661123,0.016139380313348273,0.012495543565754108,-0.0028552596842867928,0.009112365823151558,0.024208644845453486
-0.02406547523549951,-0.025516413228891976,-0.02313481240425197,-0.014494916330500485,-0.0006625348998681169,-0.014380974489733633,-0.0101685362205991,0.010131161493877272,-0.015551681393187522,-0.008484591998076163
-0.030165062506437912,-0.02137514204197921,-0.01441159959280014,-0.016429507027019175,0.002654490022590217,-0.00936386480196083,-0.019228978311880085,0.004578132888825248,-0.02038388443696504,-0.021699723580254515
-0.02221670485927263,-0.01947565279076613,-0.001862760291706178,-0.017976271151107226,-0.0015129618091647146,-0.029237111405466143,-0.022292291393452457,-0.0017373287324847775,-0.023755838565038156,-0.01093412308287911
0.0073214700258030785,0.012251832630510995,0.002892648999579084,0.0011338843338710713,-9.464811058235156e-05,0.0033964040734242307,0.005127845719678836,-0.004563724505350031,0.006571914077582175,0.0
-0.020801896924812158,-0.005684870933056918,0.0007442705541653716,-0.009870530895712104,-0.002651851297661212,0.0009030241228398239,-0.004190535000385465,0.00032682100052472407,-0.006352440478269772,-0.005685432953267289
-0.0025596924630487683,-0.001106714409651488,-0.009576039444736728,0.01062226232486796,-0.0036084333460194573,0.00789181464641886,0.004756956591152495,-0.0005454903158875757,-0.003906683548942191,0.00698863072482947
